"city","city_development_index","gender","relevent_experience","enrolled_university","education_level","major_discipline","experience","company_size","company_type","last_new_job","training_hours","target"
96,0.855,2,2,2,2,5.55,5,3.9,6,2.85,22,"0"
65,0.624,1.9453125,1,3,3,6,15,5,6,2,148,"1"
6,0.92,2,1,2,3,1,6,4.07716602025426,5.86969696969697,3,72,"0"
3,0.887,2,1,2,2,5.6,12,1,6,2,8,"1"
65,0.624,2,1,2,3,6,19,3,2,3,68,"1"
6,0.92,2,1,2,3,6,13.8277491215681,4,6,4,40,"0"
6,0.92,2,1,3,3,6,20,7,6,2.66376602564103,141,"0"
6,0.92,1,2,1,3,6,6,6.17260989010989,5.46142857142857,2,24,"0"
50,0.92,1,1,2,3,6,12.6197948328267,4,6,3.1297619047619,82,"0"
49,0.91,2,1,2,3,2,13,7,6,4,145,"0"
6,0.92,2,1,2,3,6,11,2.19111111111111,1,3,206,"0"
14,0.926,2,2,3,2,5.325,2,8,4,2,152,"0"
14,0.926,2,1,2,5,6,15.1814732836285,4,6,5,42,"1"
6,0.92,1.91666666666667,2,2,3,6,13,5.19612745098039,5.6,5,50,"0"
100,0.884,2,2,2,1.36304347826087,5.625,4,4.12,5.4,2.55,106,"0"
14,0.926,1,1,1,4,6,17,6,5,3,14,"0"
7,0.924,2,1,2,2,5.254375,5,3.6625,6,3,36,"0"
65,0.624,1.98333333333333,1,2,4,6,7,3,1,2,112,"1"
94,0.666,2.05,2,2,3,4,10,3,6,2.56428571428571,108,"0"
65,0.624,2,1,3,4,6,10,7,6,4,7,"1"
65,0.624,1,2,1,4,6,6,6.04333333333333,5.15,2.4,26,"1"
65,0.624,2,1,2,3,6,6,4,6,2.42824904564035,87,"1"
6,0.92,3,1,2,3,6,20,8,5,5,52,"1"
4,0.558,2,1,2,3,4,16,3.95952380952381,5.59705882352941,3.24166666666667,20,"1"
113,0.923,2,1,2,3,6,12,4.44333333333333,6,2,21,"0"
4,0.558,2,2,2,3,6,5,3.26357142857143,5.96666666666667,2,92,"1"
94,0.666,2,1,2,3,6,11,4,6,3,102,"0"
8,0.794,2,2,2,3,3,6,8,6,2.875,26,"0"
7,0.924,1.65,1,2,4,6,4,1,1,3,7,"0"
14,0.926,2,2,1,2,5.8,5,8,6,2,43,"0"
7,0.924,2,1,2,3,6,11.2834420703301,4,6,2,45,"0"
102,0.754,2,1,1,3,6,3,3,1,3,52,"0"
6,0.92,2,1,2,3,6,13.4498537040275,4.26597585968867,5.82166907166907,3,19,"0"
65,0.624,2,1,1,3,6,3,3.17878542510121,2,2.05,32,"1"
51,0.767,2,1,2,3,3,8.775,4,6,2.4,26,"1"
96,0.855,2,1,3,3,6,7,4.36,5.12142857142857,2,90,"0"
104,0.939,2,1,2,3,6,7,4,6,4,25,"0"
79,0.827,1.95,1,2.21,4,6,14,1,3.975,2,15,"0"
3,0.887,2,1,2,4,3,13.5665432393693,4,6,2.79583333333333,48,"0"
12,0.55,1.8,2,1,2,5.65,4,4.25,4.6,2.3,98,"0"
119,0.865,2,1,2,3,6,11,3,6,3,142,"1"
96,0.855,3,2,2,4,3,5,8,6,5,13,"0"
49,0.91,2,1,2,3,6,16,5.91699019607843,5.94756097560976,3.3140522875817,47,"0"
49,0.91,1,1,2,4,3,15,5,5,2,28,"0"
117,0.698,1.95,2,1.9,1.85,5.575,3,3.5,6,2.25,228,"1"
94,0.666,2,1,2,3,6,9.72973659003831,3.92659574468085,3.7,5,22,"0"
65,0.624,2,2,1,3,6,4.7375,3.99875,6,2.25833333333333,18,"1"
27,0.827,2,1,2,3,6,3,4.30883130081301,6,2,29,"0"
96,0.855,2,1,2,4,6,6,4,5.62816091954023,2,46,"0"
12,0.55,1.9,2,1,3,6,4.3,4.9,5.3,2.3,12,"0"
6,0.92,1.97857142857143,1,2,3,6,6,4,6,3,17,"0"
75,0.893,2,1,2,4,6,6,3,6,3,65,"0"
6,0.92,2,2,2,3,3,4,4,6,2,35,"0"
96,0.855,2,2,1,3,6,10,8,6,4,14,"0"
6,0.92,1,1,2,4,6,3,1,1,2,4,"0"
6,0.92,2,1,2,3,6,16,3,6,2.90800770308123,12,"0"
50,0.92,2,1,2,3,6,10.6274326408885,3,6,3,108,"0"
6,0.92,2,2,2,3,6,10.037037037037,5.13070361048116,5.61570767195767,2,136,"0"
6,0.92,2,1,2,3,6,6,3.37881270629115,4.97199973908378,2,27,"0"
64,0.796,1.9125,1,3,4,6,5,3,2,2,74,"0"
100,0.884,2,1,2,3,6,16,1.11666666666667,1,2,86,"0"
90,0.866,1,2,3,3,6,6.81333333333333,5.87142857142857,6,3,83,"0"
6,0.92,2.1,2,1,2,5.55,5,4.21666666666667,5.5875,4,75,"0"
44,0.698,2,2,1,4,6,12,5.245,5,3,42,"0"
6,0.92,1,1,2,3,6,7,4,5.4625,2,332,"0"
92,0.913,2,2,1,3,6,5,4.92321428571429,5.8,3.16829268292683,140,"0"
49,0.91,2,2,2,2,4.08666666666667,4,5.76666666666667,5.875,2.4,182,"0"
6,0.92,1,2,2,3,3,4,4,6,2,13,"1"
62,0.682,1.91973684210526,1,2,3,6,6,4.5875,6,3,172,"1"
6,0.92,1.96496336996337,1,2,3,6,11,4,3,2,48,"0"
95,0.802,2,1,1,3,6,10,3,6,2,33,"0"
50,0.92,1.95,2,1,2,5.79444444444444,3,4,6,2,142,"0"
103,0.579,2.04444444444444,2,1,3,6,3,4,6,2,34,"0"
95,0.802,2,1,2,3,6,7,3,6,3,14,"1"
12,0.55,2,1,2,3,6,7,3.39338578088578,6,3,27,"1"
12,0.55,2,1,2,3,6,9,4,6,2,24,"1"
56,0.878,1.85,2,2,4,6,9.775,3.65,4.5,2,150,"0"
6,0.92,1,1,2,3,6,12,5,3,2.58560606060606,20,"0"
6,0.92,1.9,1,2,3,6,6,5,5.5817288413341,2,140,"0"
49,0.91,2,1,2,3,6,13,7,6,2,52,"0"
104,0.939,2,1,2,3,6,12.7397095959596,3,6,3,160,"0"
31,0.897,2,1,2,4,6,10,7,6,3,3,"0"
65,0.624,2,1,2,3,6,3,1,6,3,2,"1"
49,0.91,2,1,2,3,6,16.1332021714272,6,6,2.88626262626263,28,"0"
102,0.754,2,1,2,3,5,12.1985714285714,4.26666666666667,5.7,5,46,"0"
96,0.855,2,1,2,3,6,9,3,6,2,210,"0"
14,0.926,2,1,2,3,6,11,1,6,2,36,"0"
122,0.949,2,2,1,3,6,5,4.33,5.4,2,160,"1"
65,0.624,2,1,1,3,6,3,3.56186868686869,3,3,101,"0"
14,0.926,2,1,2,4,6,7,3,5.29126811594203,2,46,"0"
121,0.925,2,1,2,3,6,13.2890196078431,6,6,2.55433333333333,19,"0"
65,0.624,2,1,2,3,6,4,4,6,3,26,"1"
117,0.698,2,1,1,3,6,8,1,3,2,90,"0"
86,0.896,2,1,2,3,6,10,1,6,5,59,"0"
50,0.92,2,1,3,3,2,11,3,2,2,260,"0"
65,0.624,1,1,2,3,6,12,3,6,2.35861111111111,74,"0"
49,0.91,2,1,2,5,6,12.3996264367816,4,6,3,20,"1"
56,0.878,2,1,2,3,6,13,4,6,3,8,"0"
6,0.92,2,1,2,3,6,7,4,6,2,131,"0"
32,0.836,2,1,1,4,6,8,5.95870655080214,5.8,2,45,"0"
112,0.693,2,1,1,3,6,12,4.57826241134752,6,3,109,"0"
96,0.855,2,1,2,3,3,4,4,6,2,70,"0"
6,0.92,1,1,2,3,6,8.68563464030213,4,3,2.2875,17,"0"
6,0.92,1,2,2,4,6,16,3,6,2,51,"0"
6,0.92,1,1,2,3,6,7,3,6,4,60,"1"
75,0.893,2,2,2,5,6,12.45,6,5,3.44166666666667,4,"0"
14,0.926,2,2,2,3,6,13,4,6,3.32948924731183,7,"0"
5,0.804,1.78878787878788,1,2,4,6,13.2213461538462,4,6,4,164,"0"
94,0.666,2,1,2,3,6,21,3.50115384615385,5.29642857142857,5,290,"0"
5,0.804,2,2,2,2,4.65,3,1,3,2.45,145,"0"
6,0.92,1.79642857142857,2,2,5,6,10.3261904761905,5.45,4.99583333333333,2.875,70,"0"
65,0.624,2,2,2,1.85,5.9448717948718,4,2.25984848484848,2.55,2,24,"0"
6,0.92,2,2,2,4,3,4,8,6,2,133,"1"
12,0.55,1.5,2,1,3,6,3,3.18333333333333,2.175,2,20,"0"
6,0.92,2,1,2,3,6,11,1,2,2,76,"0"
117,0.698,1,2,1,4,6,6,4.1,4.7,5,21,"1"
65,0.624,1,1,2,3,5,9,7,6,3,34,"0"
50,0.92,2,2,2,3,6,10,1,6,3,15,"0"
90,0.866,2,2,2,3,6,8.63333333333333,3.99444444444444,5.8,2.99,156,"0"
6,0.92,2,1,2,3,6,13.8255451281871,7,6,3.5165595060677,15,"0"
14,0.926,1.85,1,2,4,6,15.2051801801802,4.86666666666667,5.85,3.22,120,"0"
46,0.769,1.9,1,2,3,4,15,8,5.8,3.84710144927536,47,"0"
102,0.754,2,1,2,3,6,13,5.04166666666667,5.93333333333333,3,100,"1"
96,0.855,2,1,3,3,6,7,5,6,2.24166666666667,102,"0"
6,0.92,2,2,2,2,5.46146283491789,5,5.08285714285714,5.95,2.35,52,"0"
14,0.926,2.05,1,2,2,5.3,10,5.6,5.89782608695652,5,39,"0"
6,0.92,2,1,1,2,5.9084375,5,3.3,4.47619047619048,2,112,"1"
6,0.92,2,2,2,5,6,12.7875,3,6,3.99,14,"0"
49,0.91,2.1,1,2,2.2,5.55,12,3.5,5.6,2,4,"0"
49,0.91,1.95,1,2,4,1,11.975,6,3,3.4,55,"0"
65,0.624,2,1,2,3,6,7,8,6,5,49,"1"
49,0.91,2,1,2,3,6,16,6.29826754385965,5.9,3.4046772875817,72,"0"
115,0.925,2,1,1,3,6,15,7,6,4,141,"1"
14,0.926,2,2,2,2,5.97272727272727,7,4.72166666666667,6,2.4,28,"0"
6,0.92,2,1,2,3,6,14,8,6,2,6,"0"
6,0.92,2,1,2,3,4,18,7,6,2,125,"0"
104,0.939,2.05,1,2,3,6,13.2041666666667,3.46137873754153,5.68125,2.72272727272727,326,"0"
6,0.92,2,1,2,3,5,6.96761695906433,4,6,3,33,"0"
5,0.804,1.75,2,2,4,6,7,8,6,2.225,40,"0"
50,0.92,1.89741379310345,1,2,3,6,19,5.2375,5.25,2,198,"1"
6,0.92,1,1,2,4,6,16,8,6,3.33198064987222,55,"0"
43,0.698,2,2,2,3,6,12.085,5,6,3.745,32,"0"
6,0.92,2,1,2,3,1,10.8554621848739,4,6,3.46091736694678,11,"0"
102,0.754,2,1,2,3,6,9.9063199385557,1,6,2,41,"0"
6,0.92,2,1,2,4,6,13.8714743589744,8,5,3.375,87,"1"
96,0.855,2,1,2,4,6,11,4,6,5,114,"0"
99,0.698,2.15,1,1.9,2.05,5.5,9.55,4.1,5.45,2.85,33,"0"
117,0.698,2,1,3,4,6,6,1,1,2,15,"0"
49,0.91,1.4375,2,1,2,5.15,4,2.825,4.65,2,8,"0"
56,0.878,1,1,3,2,5.3,3,4,3,2,22,"0"
6,0.92,2,1,2,4,6,13.6112698412698,7,6,5,13,"0"
122,0.949,2,1,2,3,6,13.1903361344538,1,5,2,246,"0"
6,0.92,2,1,2,4,6,10,5.23094898260744,6,2,22,"0"
6,0.92,2,1,2,4,6,12.435879516851,1,2,2,81,"0"
57,0.776,1.8,1,1,3,6,5,2.29420024420024,2,2,11,"0"
120,0.698,2,2,1,3,6,6,7,5.53333333333333,2.71666666666667,24,"1"
6,0.92,2,1,2,3,6,10.8037527348473,4,2,2,50,"0"
7,0.924,2,2,1,2,5.75,7,4.05,5.05,2.5,15,"0"
71,0.939,2,1,2,4,6,12.6558333333333,5.23,6,2.7280303030303,31,"0"
14,0.926,2,1,2,4,6,12.4398717948718,3,6,2.95729864433812,84,"0"
31,0.897,2,1,3,3,6,5,8,6,2,42,"0"
65,0.624,1.92855113636364,1,2,3,6,11,6.51767532131716,6,2.39166666666667,105,"1"
6,0.92,1,1,2,3,6,16.385,3,6,2.85584956709957,72,"0"
15,0.789,2,1,2,3,6,15,5.18166666666667,6,3.08015873015873,42,"1"
120,0.698,2,1,2,3,6,16,3,1,2,152,"0"
6,0.92,2,1,2,3,6,13,8,6,2,60,"0"
65,0.624,2,2,1,4,6,3,4.79833333333333,5.76388888888889,2.05,8,"0"
49,0.91,2,2,1,4,6,14,5.66833333333333,5.4375,4,17,"1"
113,0.923,2,2,2,2,5.075,2,2.44833333333333,3.18333333333333,2,33,"0"
49,0.91,2,1,2,4,6,5,4,2,2.31045751633987,38,"0"
6,0.92,2,1,2,3,3,15,1,1,3,178,"0"
50,0.92,2,1,2,3,6,16,3,6,2,11,"0"
75,0.893,2,1,2,2,5.9,12.4081841432225,3.91666666666667,5.8,2.8,87,"0"
95,0.802,2,1,2,3,6,14,5.25226190476191,5.85,3.825,84,"0"
100,0.884,2,1,2,3,6,12.3731391585761,4,1,3,32,"0"
3,0.887,1.91071428571429,1,2,4,6,10,4,6,2,31,"1"
65,0.624,2,2,2,3,6,3,5,5,2,39,"0"
91,0.775,1.875,1,2,3,6,8,4.4625786163522,6,2,12,"0"
65,0.624,1.93461538461538,1,1,3,6,6,8,6,2,50,"0"
52,0.903,2,1,2,3,6,4,4,6,2,55,"1"
12,0.55,1.80404761904762,1,2,3,6,6,3,6,2.81875,7,"1"
6,0.92,2,1,2,4,3,3,3,1,2,104,"0"
50,0.92,1.85,1,1,3,2,7.24166666666667,3.275,4.8,2.55,90,"1"
6,0.92,2,1,2,4,5,14.2028985507246,4,6,3.99651515151515,8,"0"
65,0.624,2,2,1,3,6,3,4.26,5.65,2.15833333333333,102,"0"
65,0.624,1.78138554216867,1,2,4,6,7.0656884057971,4.72428571428571,6,2,202,"1"
40,0.555,1.94871794871795,1,2,3,6,5,4,6,2,22,"0"
65,0.624,2,2,1,3,6,4,4.22070105820106,6,2.20945945945946,42,"0"
50,0.92,2.05,2,2,1,4.8,5,4.2,6,2.6,50,"0"
65,0.624,2,1,2,4,6,4,3,2,2,88,"0"
102,0.754,1.70714285714286,1,2,3,6,6,6,6,5,81,"0"
6,0.92,2,1,2,4,6,12.3653948624905,8,6,2,7,"0"
65,0.624,2,2,2,1.8,5.75,4,4.28796296296296,6,2.4575,218,"0"
49,0.91,2,1,2,3,6,15.5295046747097,8,6,3.58128968253968,62,"0"
6,0.92,2,1,2,3,6,7,3,6,2,83,"0"
71,0.939,2,1,2,3,6,10,6,6,2.99404761904762,11,"0"
14,0.926,2,2,3,5,6,9.13194444444444,3,5.33583333333333,2.66666666666667,10,"0"
71,0.939,2,1,2,4,6,11,6,6,2,114,"0"
65,0.624,1.99347826086957,1,2,4,6,4,3,6,2,36,"0"
5,0.804,1.9,2,1.82166666666667,4,6,7,4.68526867868973,6,2,17,"0"
49,0.91,2,2,1,3,6,3,5.54285714285714,5.8,2.5,80,"1"
50,0.92,2,1,3,3,6,8.26395833333333,3,5,3.03787878787879,108,"0"
6,0.92,2,1,2,3,6,3,4,6,3,45,"0"
6,0.92,2,2,1,3,6,6,5.69610016420361,5.7,2.21162601626016,77,"0"
14,0.926,2,1,2,4,6,16,4,6,3,8,"0"
56,0.878,1.825,2,2,3,6,6,3.7625,4.14982954545455,2,28,"0"
37,0.727,1,1,2,3,6,10,4,2,2.51666666666667,37,"0"
49,0.91,2,2,1,3,6,3,4.74166666666667,5.65,3,108,"1"
6,0.92,2,1,2,3,6,14,5,6,3,162,"0"
102,0.754,2,1,1,2,6,10,3.8,5.9,2.65,41,"0"
52,0.903,2,1,2,4,6,20,4,6,5,4,"0"
100,0.884,1,2,2,5,6,4,6,5,2,41,"0"
52,0.903,1.85,1,2,3,6,18,8,6,3,12,"0"
6,0.92,2,1,2,3,6,8.85224963475136,3,6,2,190,"0"
65,0.624,1.95,1,2,3,6,8,3,6,2.6175,29,"1"
6,0.92,2,1,2,3,6,7,4,5,2,11,"0"
6,0.92,2,2,1,2,5.41551282051282,4,8,6,2,30,"0"
6,0.92,2,1,2,4,6,14,4,5.80454545454545,3.21546642899584,39,"0"
5,0.804,2,1,1,2,5.9,10,4.77857142857143,5.775,2,16,"0"
14,0.926,2,2,2,3,6,14.222619047619,3,6,3.67,5,"0"
69,0.698,2,2,1,2,5.8,9,4.15,5.65,2.3625,39,"0"
14,0.926,2,1,2,4,6,11,3,6,2.46837867334328,29,"0"
65,0.624,1.85,1,1,4,6,5,3,3,3,210,"0"
6,0.92,3,2,3,2,4.73340840840841,7,3,2,2,54,"0"
50,0.92,2,1,2,3,6,10,3,6,4,44,"0"
49,0.91,2,1,2,3,6,16,5.91699019607843,5.94756097560976,3.3140522875817,47,"0"
6,0.92,2,1,2,3,6,14.1579671717172,6,3,2.69231277218534,74,"0"
65,0.624,2,1,2,4,6,7,5.05171603091195,6,2,8,"1"
65,0.624,1.9,2,1,3,6,8,5.69166666666667,5.35,3.075,20,"1"
6,0.92,2,1,2,3,6,4,5,6,2,162,"0"
75,0.893,1.9,2,2,3,2,3,3,6,2,110,"0"
84,0.762,3,1,3,2,5.45,4,4.05,6,2,262,"0"
32,0.836,2,1,2,4,6,15,3.67875,4.75769927536232,2,6,"0"
94,0.666,2,1,3,3,6,10,4.36773648648649,6,2,19,"1"
94,0.666,3,2,2,3,6,5.6925,3,6,2.45,23,"1"
65,0.624,2,2,1.61875,3,6,5.45708569208569,4.87234848484849,5.8,2,107,"1"
31,0.897,2,1,2,4,6,16,8,5.95,3.925,134,"0"
14,0.926,2,1,2,4,6,12,1.66666666666667,1,2,40,"0"
100,0.884,2,1,2,3,6,13,3,6,2,11,"0"
50,0.92,2,1,2,3,6,12,3.13363235201854,5.95869565217391,4,102,"0"
65,0.624,2,2,1,3,6,3,4.66,5.9,2.10833333333333,100,"0"
113,0.923,2,2,2,4,6,4,8,6,2.2225,30,"0"
6,0.92,2.05,2,2,2,5.09030898876405,6,5.025,5.7,2,20,"1"
6,0.92,2,1,2,3,6,15,6,6,4,4,"0"
49,0.91,1.95,2,2,1,5.5875,6,3.7,5.8,2.3,15,"0"
65,0.624,2,2,2,3,6,4.75,5.68484848484848,6,2,14,"1"
113,0.923,2,2,2,1,5.2,2,3.525,6,2.175,103,"0"
50,0.92,2,1,3,3,6,6,6,5,3,40,"0"
49,0.91,2,1,2,5,6,10.2417829593268,4,6,3,27,"0"
14,0.926,2,2,2,2,5.525,11,4,6,2.75714285714286,46,"0"
14,0.926,2,1,2,2,5.80774390243902,8,3,6,2.96666666666667,110,"0"
6,0.92,2,1,2,3,6,14,3,2,2,96,"0"
6,0.92,1.86008547008547,1,2,3,6,6,8,6,3,57,"0"
50,0.92,2,1,1,3,6,7,4.88476715686275,5.55,2,240,"0"
122,0.949,2,1,2,3,6,5,3,2,5,42,"0"
104,0.939,2,1,2,4,6,8,4.83666666666667,4.84,2,16,"1"
19,0.64,2,1,2,3,6,9.62345238095238,3,6,2.39269578313253,40,"1"
6,0.92,2,1,2,3,6,6,4,2,3,94,"0"
76,0.794,1.7,2,2,3,6,10,7,6,2,160,"0"
56,0.878,2,2,3,3,6,11,1.90208333333333,1,2,25,"0"
81,0.516,2,1,2,3,6,10,1,1,2,11,"0"
56,0.878,2,1,2,2,5.68696946169772,10.9302083333333,4,6,2,29,"0"
117,0.698,2,1,2,3,6,9,4.32058823529412,4.975,2,23,"0"
37,0.727,2,1,2,3,6,11,4.32857142857143,6,3,113,"0"
102,0.754,1.95,1,2,3,6,16,5.08154761904762,5.78333333333333,3,56,"0"
7,0.924,2,2,1,3,6,3,4.5125,5.08452380952381,2,39,"1"
6,0.92,1.91412107500343,2,2,3,6,3,6,6,2,20,"0"
50,0.92,2,1,1,3,6,6.58975288600289,8,6,2,40,"0"
6,0.92,2,1,2,4,6,14.9845970695971,1,6,2.96911375661376,56,"0"
40,0.555,2.05,2,1,3,6,5,4.43011904761905,5.675,2,106,"0"
14,0.926,2,1,3,3,6,20,5,6,3,64,"0"
102,0.754,2,1,2,3,6,6,8,6,2,51,"0"
96,0.855,1,1,1,3,6,7,6,6,3,41,"0"
6,0.92,1.88690476190476,1,2,3,6,21,4,6,2.93939393939394,150,"0"
103,0.579,2,1,2,3,6,5,4.77815315315315,6,2,320,"0"
31,0.897,2,1,2,4,6,8,3.55,4.86619047619048,2.2,20,"0"
65,0.624,2,2,1,2.875,5.95518292682927,5,6,6,2,9,"1"
5,0.804,2,1,1,3,6,10,7,6,2,74,"0"
65,0.624,2,1,2,4,6,4,5.19884038800705,5,2,129,"1"
96,0.855,1,1,2,4,6,11,4.4,3.90166666666667,2,42,"0"
92,0.913,2,2,2,2,5.75,3,4,6,2.3,58,"0"
6,0.92,2,2,1,2,5.8875,4,4.365,4.9125,2,126,"1"
6,0.92,2,2,2,2,5.05580898876404,5,5.42083333333333,5.205,2,45,"1"
113,0.923,2,1,2,3,6,12.1974537037037,3.51896802325581,6,3.24563203463203,166,"0"
92,0.913,2,1,2,3,6,3,3,6,2,110,"0"
6,0.92,2,1,1,3,6,7.49279678654679,4.20582238642583,4.01660449545672,2,37,"0"
5,0.804,1,1,3,3,6,3,5.0825,5.42727272727273,2,95,"1"
6,0.92,2,1,2,3,6,14.2422077922078,5.90188984770111,5.98529411764706,3.80797619047619,29,"1"
14,0.926,2,1,2,4,6,15.7336234036234,3,6,3.23353591344618,31,"0"
16,0.743,2,2,1,4,6,12,3,6,2.975,97,"0"
14,0.926,2,2,2,1,5.35,4,4.1,5.575,2.25,16,"0"
6,0.92,2,2,2,1,4.99479616825122,5,4.06666666666667,5.85,2.29,14,"0"
5,0.804,2,1,2,5,6,13.3630128205128,4,6,2.80166666666667,206,"0"
6,0.92,1,1,2,3,6,3,3.14546572500091,2,2,204,"0"
6,0.92,2,1,2,4,6,19,8,6,3,116,"0"
5,0.804,1.86378787878788,1,2,4,6,17,4,6,5,161,"0"
50,0.92,2,1,2,3,6,14.1763888888889,6.12464285714286,5.84545454545455,3.60454545454545,25,"1"
6,0.92,1.91020114942529,1,2,3,6,19,5,6,2.99843100118835,94,"0"
6,0.92,1.94230769230769,1,2,3,6,16,8,6,3.12083333333333,16,"0"
117,0.698,2,1,1,4,6,16,2.95,4.94166666666667,2,100,"0"
6,0.92,2,1,2,3,6,21,8,6,2.22134362348178,107,"0"
46,0.769,2,1,3,4,6,12,3.47708333333333,4.78125,2,17,"0"
49,0.91,2,1,2,3,6,11,1,6,2,140,"0"
104,0.939,2,1,2,3,3,4,8,6,3,75,"0"
104,0.939,2,1,2,2,5.55,7,3.77833333333333,5.74681818181818,2,59,"0"
66,0.899,1.95,1,2,2,6,7,3,3.8875,2,146,"0"
119,0.865,2,2,2,1.5,5.03333333333333,4,3.75,4.9,2.55,302,"0"
96,0.855,1,1,2,4,6,10,4,6,3,42,"1"
6,0.92,1.825,1,2,3,4,15,4.38918219461698,6,2,131,"0"
120,0.698,2.05,1,3,2,5.95,10,4.13,5.45,5,74,"0"
49,0.91,1,1,2,3,6,8,8,6,2,22,"0"
5,0.804,2,2,2,3,6,4,4.20380952380952,5.775,2.2,53,"1"
92,0.913,2,1,2,4,6,14.6130053688142,5,6,2.37412517201674,143,"0"
96,0.855,1,1,2,3,6,15,3,6,3,72,"0"
6,0.92,2,1,2,2,5.90765661469135,12,5,6,2,7,"0"
31,0.897,2,2,1,3,6,4,3,1,2,182,"0"
123,0.915,2,1,2,3,6,16,3,6,5,50,"0"
3,0.887,2,1,2,2,5.4,3,3,5,2,82,"0"
49,0.91,2,1,1.90666666666667,3,6,3,8,6,2,58,"0"
7,0.924,2.1,1,2,3,6,10,6.04005937755938,6,2,94,"0"
65,0.624,2,1,2,3,6,5,1,3.38630952380952,3,60,"1"
95,0.802,2,1,1,4,6,6,4,6,5,124,"0"
42,0.689,2.05,2,2,1,5.2,3,4.85,5.35,3,46,"0"
44,0.698,2,2,1,4,6,4,3.94666666666667,3,3,57,"1"
50,0.92,1,1,2,3,6,10,3,6,2,17,"0"
6,0.92,1.9675,1,2,3,6,15,7,6,2.93214285714286,101,"0"
43,0.698,2,2,2,1,5.78421052631579,4,4.1,6,2.275,31,"0"
31,0.897,2,1,2,3,6,10.9565054035799,3.425,4.55345528455284,2,36,"0"
75,0.893,2,1,3,3,6,16,4.27083333333333,5.70535714285714,5,198,"0"
49,0.91,2,2,2,4,6,6,8,6,2.34391304347826,31,"0"
12,0.55,1.94086021505376,1,2.03125,4,6,10,3,6,2,12,"0"
6,0.92,2,1,2,3,6,9.05527446105799,3,2,2,31,"0"
6,0.92,2,1,2,3,6,21,5.61633084577114,5.08333333333333,3.0375,26,"1"
6,0.92,2,1,2,3,6,7,3,6,2,55,"0"
65,0.624,2,1,2,3,6,12,6.10033815246564,6,3.01916666666667,8,"1"
49,0.91,2,1,2,2,5.69123426534477,13.0257575757576,4,6,2.81,38,"0"
66,0.899,2,1,2,3,3,17,4.0875,5.7,3,8,"0"
56,0.878,2,1,2,4,6,13.9262857142857,6,6,4,32,"1"
78,0.776,2,1,3,3,6,19,4,2,2.15,51,"0"
5,0.804,2,1,1,3,6,10,7,6,3,22,"0"
14,0.926,2,1,1,2,5.6,8,4.755,5.60681818181818,2,17,"0"
49,0.91,2,2,1.94444444444444,1.6,5.55,4,3.7,5.35,2.4,24,"0"
66,0.899,2,1,2,3,6,6,3.26988095238095,2,2,19,"0"
65,0.624,2,1,1,4,6,10,3,6,3,46,"1"
49,0.91,1,1,2,3,6,14,3,6,2.60294117647059,15,"0"
50,0.92,2,1,2,4,6,13.4203333333333,5.39093406593407,5.75714285714286,3.46488095238095,23,"1"
75,0.893,2,1,2,3,6,13.6678449328449,4,6,2.25555555555556,38,"0"
65,0.624,2,2,1,4,6,5,4.42708333333333,5.475,2,46,"1"
5,0.804,2,2,1,3,2,7.34163265306123,4.5725,5.41666666666667,2.43333333333333,214,"0"
6,0.92,2,1,2,3,6,10.91,6,5,3.26596014492754,52,"0"
